income,debt_ratio,credit_score,loan_amount,employment_years,missed_payments,risk
37.9,0.6892,534,25.0,0.0,3,1
15.6,0.7887,507,19.8,0.8,2,1
27.6,0.2061,570,29.4,3.5,4,1
47.6,0.2704,686,25.2,6.1,6,1
37.0,0.7305,628,18.1,0.0,4,1
36.3,0.8326,593,10.3,1.6,5,1
37.7,0.1667,691,6.4,0.0,3,1
17.7,0.6968,678,38.9,1.5,3,1
33.8,0.8448,603,24.9,3.2,1,1
51.9,0.3948,774,41.6,4.9,1,1
48.0,0.8343,563,24.8,0.0,6,1
33.5,0.518,657,34.3,4.4,6,1
53.8,0.6066,552,28.5,0.6,2,1
19.9,0.4205,643,30.5,0.0,0,1
23.3,0.7302,563,31.1,3.2,4,1
57.4,0.7002,612,24.7,4.6,4,1
41.9,0.8604,747,15.2,2.7,3,1
31.5,0.8093,647,39.2,0.3,1,1
34.3,0.5484,613,49.1,2.7,3,1
25.3,1.0,526,49.9,1.2,3,1
38.3,0.7931,593,23.4,4.5,3,1
37.4,0.6473,509,21.2,5.7,4,1
35.2,0.3705,642,23.3,5.5,2,1
21.1,0.2746,640,27.9,3.0,4,1
38.2,0.2899,567,29.4,5.8,4,1
28.6,0.3819,696,18.0,0.4,5,1
23.2,0.7979,687,12.2,7.5,6,1
50.2,0.6377,590,30.6,0.4,5,1
61.0,0.4396,620,1.0,0.0,2,1
58.3,0.5255,539,28.8,6.4,2,1
42.8,0.5036,561,18.7,1.2,1,1
31.8,0.694,505,39.4,3.3,1,1
34.2,0.3918,547,42.6,0.4,4,1
39.9,0.6129,573,42.9,8.9,4,1
30.0,0.604,464,25.8,7.6,2,1
50.8,0.3972,620,16.4,6.9,3,1
10.6,0.8358,652,20.2,3.2,4,1
31.5,0.4968,579,33.5,5.5,8,1
44.6,0.3713,391,10.2,2.9,3,1
24.9,0.7035,562,46.7,5.8,4,1
32.1,0.5598,482,26.0,2.0,1,1
42.1,0.6235,537,36.0,7.0,4,1
53.2,0.3368,682,8.6,1.8,5,1
19.5,0.6962,410,18.9,2.1,2,1
18.6,0.941,523,7.1,1.8,1,1
23.6,0.3227,638,42.3,3.5,4,1
16.5,0.6138,531,28.1,2.0,1,1
17.4,0.4086,526,36.9,4.2,2,1
23.3,1.0,722,30.8,1.8,3,1
49.8,0.7731,606,35.6,5.0,5,1
31.3,0.6008,645,26.0,6.8,3,1
35.4,0.329,615,27.6,3.2,6,1
23.5,0.3725,591,28.9,8.5,3,1
42.6,0.6843,668,34.9,5.8,3,1
57.5,0.3048,713,35.2,8.3,2,1
24.3,0.3104,462,63.7,2.8,2,1
55.7,0.5516,578,50.2,0.0,1,1
39.4,0.574,577,8.7,1.2,3,1
35.2,0.6184,550,28.3,1.5,1,1
39.8,0.4709,649,25.1,0.6,1,1
39.7,0.7156,598,45.4,0.0,4,1
57.3,0.3949,715,26.2,5.6,4,1
41.2,0.6628,657,35.6,0.0,5,1
41.5,0.5885,676,2.0,5.3,1,1
29.9,0.6581,496,11.8,8.5,3,1
45.1,0.7628,524,55.1,1.1,4,1
23.5,0.468,529,30.6,4.0,1,1
36.3,0.431,673,18.0,2.0,2,1
69.6,0.2461,512,32.9,5.1,6,1
10.0,0.1866,514,17.4,0.0,4,1
37.8,0.5183,502,26.6,2.7,1,1
38.3,0.5306,773,12.6,5.8,3,1
32.3,0.3545,570,20.5,2.9,4,1
32.5,0.3932,617,25.0,0.0,1,1
36.1,0.8242,500,43.4,6.1,1,1
32.0,0.7077,647,35.6,0.0,1,1
37.7,0.3229,456,37.7,3.2,6,1
29.1,0.4704,511,29.7,4.5,5,1
59.3,0.6231,529,39.9,3.3,5,1
32.0,0.4372,595,19.5,9.3,2,1
41.8,0.4044,524,21.2,4.8,5,1
27.0,0.4891,687,34.9,2.5,5,1
46.2,0.7463,615,26.7,4.5,2,1
43.8,0.7627,532,29.8,3.5,2,1
40.0,0.4176,650,28.0,3.1,4,1
22.7,0.6329,552,45.0,3.6,5,1
26.0,0.5488,539,45.7,1.9,3,1
55.2,0.3685,643,22.5,3.5,2,1
25.8,0.4965,408,8.9,1.7,3,1
42.7,0.3224,631,21.5,0.0,2,1
23.7,0.7593,530,19.2,5.9,2,1
47.1,0.8294,530,40.0,1.6,1,1
26.8,0.4761,717,41.0,3.4,1,1
23.4,0.4332,543,17.6,1.1,2,1
26.5,0.7398,647,20.9,1.2,6,1
28.4,0.7689,600,12.3,0.4,1,1
39.9,0.3494,607,31.6,5.4,5,1
35.8,0.5234,562,29.5,6.0,1,1
21.9,0.5394,559,39.5,3.1,3,1
34.7,0.4113,687,36.0,1.7,1,1
21.3,0.6195,645,37.3,0.0,2,1
42.7,0.424,545,11.5,5.0,2,1
44.9,0.4528,507,22.5,1.3,1,1
34.7,0.5318,539,41.4,0.2,2,1
38.3,0.282,649,23.5,3.1,3,1
56.0,0.1798,663,10.5,2.2,2,1
33.1,0.7153,619,39.7,0.0,5,1
23.7,0.4167,467,23.1,0.0,2,1
42.0,0.9343,633,42.8,3.8,2,1
21.4,0.9049,671,29.8,1.4,1,1
32.5,0.4588,592,26.7,4.3,2,1
27.8,0.971,719,46.4,3.4,3,1
26.6,0.7188,488,14.4,5.6,2,1
32.0,0.4338,628,47.2,0.9,3,1
45.8,0.0853,509,22.3,3.6,0,1
48.3,0.6739,654,31.9,4.6,3,1
46.1,0.5556,623,32.1,1.4,2,1
39.0,0.6276,706,24.9,5.8,2,1
31.9,0.5088,615,20.9,0.0,1,1
10.0,0.3441,552,25.6,0.9,2,1
39.4,0.4731,546,17.8,0.0,3,1
10.0,0.6772,562,53.5,1.2,2,1
11.9,0.4862,544,24.2,2.6,3,1
33.1,0.4851,674,43.9,5.1,4,1
38.2,0.2765,669,42.3,2.6,1,1
29.6,0.5664,475,34.4,1.5,0,1
53.4,0.3499,583,28.4,0.0,0,1
40.5,0.7153,584,32.3,0.0,1,1
32.0,0.4179,525,36.9,3.8,1,1
51.6,0.4968,611,31.2,5.2,1,1
53.8,0.9395,682,11.2,2.0,2,1
41.2,0.4948,642,8.2,6.0,5,1
25.7,0.4707,674,48.1,0.6,2,1
28.4,0.6554,530,1.0,2.0,1,1
17.6,0.2287,583,32.3,2.2,4,1
34.5,0.7751,526,27.2,6.8,1,1
22.4,0.7289,597,31.9,3.3,6,1
31.1,0.6444,603,16.3,0.0,4,1
38.1,0.0,647,34.2,5.4,2,1
11.2,0.5033,672,32.5,7.6,1,1
19.8,0.3209,628,63.1,2.4,2,1
28.9,0.7523,520,31.6,0.8,2,1
34.4,0.7395,485,46.2,5.2,1,1
29.1,0.6198,616,12.0,7.9,2,1
31.8,0.3334,685,42.2,5.1,2,1
26.5,0.819,578,32.7,0.0,0,1
17.6,0.5028,473,33.2,4.9,4,1
28.6,0.875,726,33.4,4.0,3,1
32.4,0.5978,614,50.5,0.6,3,1
31.3,0.6412,592,33.1,6.2,3,1
36.3,0.4671,498,20.6,4.1,1,1
40.0,0.8033,581,22.6,6.3,5,1
43.2,0.6595,628,39.8,0.3,5,1
27.4,0.8097,615,35.4,4.0,4,1
16.1,0.582,532,11.6,0.8,2,1
50.3,0.5415,576,36.2,3.6,5,1
39.6,0.6571,537,17.0,6.7,1,1
23.5,0.8097,696,35.3,0.0,5,1
38.3,0.733,643,20.3,0.0,1,1
47.8,0.5749,543,26.6,5.4,0,1
55.8,0.2157,498,23.5,3.0,4,1
38.0,0.6959,599,48.2,5.9,8,1
47.7,0.291,546,34.8,1.0,2,1
20.5,0.5563,551,45.1,3.1,2,1
34.6,0.5292,501,64.7,4.7,2,1
31.0,0.2948,509,30.6,3.5,1,1
39.1,0.6171,591,48.0,0.0,3,1
54.3,0.9378,561,21.6,10.1,4,1
38.0,0.4937,755,45.1,3.5,6,1
23.7,0.6879,622,20.3,0.0,3,1
19.8,0.974,499,29.8,3.8,3,1
54.7,0.7053,473,36.4,4.1,0,1
41.2,0.4339,608,38.3,5.5,3,1
40.4,0.5927,552,14.7,5.3,1,1
30.9,0.6365,673,19.6,2.5,6,1
38.2,0.8081,600,37.3,0.0,1,1
23.2,0.7685,441,25.6,4.2,4,1
39.6,0.0514,509,13.2,0.0,3,1
20.9,0.3959,533,29.1,6.0,4,1
30.7,0.5374,611,28.6,1.2,3,1
27.3,0.3672,506,32.1,4.6,1,1
10.0,0.0,591,36.4,1.4,3,1
30.8,0.4194,486,35.6,1.8,3,1
24.2,0.5494,580,20.8,1.0,2,1
32.5,0.4554,606,25.1,4.8,4,1
35.0,0.3706,682,41.1,1.4,0,1
56.2,0.5575,597,23.5,4.9,1,1
38.7,0.6118,523,25.3,1.5,7,1
39.0,0.4657,685,11.9,2.4,6,1
40.9,0.7969,567,29.7,3.1,2,1
45.5,0.5604,634,34.1,3.4,1,1
40.5,0.3931,537,6.3,0.7,4,1
38.4,0.3476,586,17.2,4.8,4,1
43.5,0.5117,524,12.9,2.3,0,1
10.0,0.7504,603,39.5,4.4,3,1
60.1,0.4017,636,7.1,3.0,5,1
54.1,0.6573,545,29.1,4.5,4,1
37.6,0.567,541,38.6,2.0,3,1
18.0,0.9088,605,32.3,1.0,4,1
49.5,0.6202,522,24.7,4.1,1,1
26.7,0.4243,474,34.2,1.8,7,1
41.4,0.6825,605,42.4,6.6,1,1
19.6,0.6886,572,28.7,3.2,2,1
61.7,0.4785,571,3.1,0.0,4,1
17.7,0.3405,616,43.8,1.5,1,1
35.8,0.6465,626,34.8,0.5,2,1
10.0,0.5614,569,29.6,5.7,2,1
34.5,0.277,501,6.2,4.9,6,1
29.9,0.5958,535,26.4,2.8,3,1
48.6,0.4353,621,19.5,3.7,4,1
29.9,0.2772,590,15.4,2.8,4,1
48.7,0.4866,542,28.4,5.2,5,1
22.7,0.7809,525,23.6,4.3,1,1
31.6,0.7675,623,24.4,4.7,3,1
31.9,0.7204,564,38.9,2.5,3,1
40.9,0.5985,633,33.1,1.4,4,1
39.4,0.6572,642,24.1,4.7,4,1
43.7,0.5678,558,22.5,6.9,4,1
38.2,0.3511,646,24.5,5.8,2,1
42.9,0.387,590,27.0,7.0,2,1
24.2,0.4407,599,37.0,3.4,8,1
39.7,0.8022,427,17.5,0.6,2,1
54.3,0.7438,512,47.5,0.8,1,1
14.8,0.3556,516,37.0,6.4,2,1
40.9,0.5596,558,1.0,0.0,3,1
43.1,0.4775,588,31.0,6.8,2,1
52.5,0.5221,591,42.5,1.0,5,1
43.7,0.4535,600,34.7,7.8,1,1
36.2,0.803,532,25.1,2.8,3,1
40.2,0.5466,628,29.3,4.8,1,1
26.2,0.5889,707,32.1,9.0,0,1
30.3,0.5904,555,39.2,2.2,1,1
19.0,0.365,534,13.0,2.1,3,1
52.8,0.5695,532,22.7,1.3,3,1
40.4,0.7412,586,49.7,0.5,4,1
24.0,0.8151,543,30.4,2.2,3,1
38.3,0.3434,459,48.3,1.6,2,1
48.9,0.2767,478,65.8,0.0,4,1
46.9,0.5612,651,24.1,2.5,3,1
23.9,0.7497,670,15.6,4.1,2,1
10.0,0.6147,692,26.8,0.8,5,1
39.7,0.6725,596,43.2,2.6,1,1
24.4,0.3052,511,44.9,6.5,2,1
42.5,0.447,549,57.3,0.0,2,1
46.4,0.1547,476,29.6,7.8,3,1
48.4,0.5244,473,35.9,1.3,2,1
55.9,0.1604,598,21.5,3.5,2,1
49.8,0.7899,618,1.0,6.2,6,1
56.0,0.8299,717,29.5,7.0,7,1
51.5,0.5753,574,16.2,4.2,2,1
52.6,0.2777,485,37.7,1.3,1,1
34.5,0.6176,571,7.4,1.0,4,1
19.5,0.8846,560,21.1,1.6,3,1
64.8,0.6356,546,33.2,7.7,4,1
35.8,0.7633,604,34.5,2.0,5,1
49.7,0.4627,495,29.4,3.8,2,1
28.4,0.3932,589,52.4,0.4,2,1
46.6,0.5372,626,48.8,0.1,3,1
10.0,0.2032,679,21.8,3.1,3,1
30.1,0.9575,602,49.3,2.2,3,1
33.8,0.5751,653,51.1,2.4,2,1
40.6,0.706,549,28.5,0.0,2,1
47.9,0.4669,559,30.5,2.8,3,1
21.9,0.2722,674,29.4,6.9,4,1
42.9,0.8066,484,22.3,0.9,2,1
49.7,0.3477,552,23.5,5.2,5,1
63.2,0.6128,659,45.8,0.0,5,1
43.5,0.6298,565,35.2,1.0,1,1
29.5,0.5633,560,23.3,0.0,2,1
19.7,0.4088,561,18.9,6.1,1,1
57.0,0.5231,588,20.9,5.2,4,1
43.8,0.379,656,28.0,0.4,5,1
34.7,0.6957,645,41.0,3.7,4,1
15.6,0.6529,581,19.7,6.0,0,1
23.8,0.5461,656,40.8,6.4,2,1
42.6,0.4477,604,32.4,2.0,1,1
39.2,0.9293,640,31.7,0.0,2,1
11.6,0.3156,508,42.3,0.8,4,1
42.6,0.272,702,40.1,4.9,0,1
16.2,0.5352,595,13.1,8.2,1,1
51.2,0.5036,388,17.0,2.9,1,1
37.5,0.7476,696,27.2,1.5,3,1
29.4,0.6663,580,34.3,9.0,2,1
46.9,0.5553,552,46.4,4.0,4,1
39.2,0.6401,538,30.8,0.0,4,1
50.9,0.6368,611,50.4,2.7,4,1
36.0,0.9286,518,21.5,5.5,1,1
36.7,0.5956,540,23.5,2.8,0,1
31.6,0.4274,541,26.3,5.0,0,1
38.2,0.5857,560,20.2,0.0,8,1
55.4,0.0786,544,43.9,0.0,4,1
29.0,0.5441,640,1.0,1.2,1,1
42.8,0.7467,599,24.0,2.3,2,1
24.4,0.6584,608,43.8,3.8,2,1
10.2,0.6037,623,26.3,4.6,2,1
37.5,0.6669,573,42.9,9.2,0,1
39.4,0.7486,509,56.4,1.2,3,1
33.7,0.8065,706,31.0,2.2,0,1
17.0,0.6305,645,44.0,1.2,0,1
38.7,0.4931,693,59.0,5.7,2,1
38.2,0.1336,652,34.8,5.8,5,1
24.3,0.7261,548,29.4,1.9,2,1
18.8,0.6427,416,40.8,8.2,3,1
32.0,0.5775,494,44.2,1.2,3,1
42.8,0.4262,625,29.5,5.6,2,1
40.0,0.7237,573,24.2,6.6,1,1
24.4,0.5037,551,50.6,0.0,2,1
36.6,0.5438,405,26.8,4.4,3,1
45.6,0.5399,579,44.3,0.0,5,1
20.9,0.631,504,33.2,5.1,2,1
35.8,0.3432,529,51.9,0.2,1,1
51.1,0.6513,640,19.8,4.4,1,1
19.7,0.4202,508,19.8,4.9,6,1
48.9,0.4266,515,40.3,5.8,2,1
54.4,0.7093,593,16.4,5.2,2,1
32.3,0.3709,641,31.4,3.1,5,1
30.9,0.709,552,48.6,2.0,1,1
47.4,0.5682,683,8.6,2.8,1,1
32.8,0.2533,490,34.8,0.2,2,1
10.0,0.7956,478,44.5,2.5,1,1
33.8,0.6058,472,29.7,2.3,0,1
40.6,0.6209,464,18.9,1.0,2,1
43.9,0.7313,604,26.8,0.0,1,1
24.4,0.8199,512,19.9,0.0,2,1
31.8,0.5862,481,30.8,0.0,4,1
46.7,0.6611,607,26.7,2.2,1,1
34.3,0.6168,638,23.8,3.9,5,1
16.7,0.4883,654,35.6,0.0,0,1
49.9,0.265,641,48.9,3.6,3,1
32.4,0.5887,516,33.9,2.7,4,1
48.1,0.7982,599,46.1,0.1,4,1
18.3,0.655,615,48.9,1.9,5,1
33.5,0.3579,547,23.0,5.6,5,1
41.1,0.7476,592,33.3,0.6,0,1
34.0,0.4943,492,24.9,3.2,1,1
20.8,0.1734,536,12.2,3.9,1,1
10.0,0.7332,606,34.3,0.9,2,1
53.3,0.3798,686,17.4,5.5,4,1
38.0,0.8705,661,35.8,4.0,1,1
49.0,0.7566,626,11.3,2.4,4,1
46.1,0.509,586,32.1,8.9,0,1
42.2,0.6327,575,11.2,5.5,1,1
31.1,0.9863,479,38.1,0.0,0,1
40.9,0.73,522,25.3,2.0,1,1
52.2,0.5929,524,24.1,9.2,2,1
36.0,1.0,620,43.5,0.5,5,1
57.8,0.5712,646,26.1,3.2,4,1
17.0,0.6547,632,31.3,6.1,3,1
15.7,0.3815,663,27.6,4.6,1,1
46.9,0.2486,585,36.1,5.0,6,1
25.2,0.4982,511,42.5,4.8,1,1
59.5,0.5569,577,40.0,3.1,1,1
51.0,0.6093,529,24.4,1.0,4,1
54.1,0.2944,626,44.5,4.1,3,1
45.6,0.6689,555,19.0,2.0,3,1
23.9,0.4005,573,21.1,1.8,3,1
15.1,0.6596,629,28.5,6.7,10,1
52.9,0.7183,528,42.6,2.0,3,1
17.0,0.4788,647,16.0,7.3,5,1
54.0,0.3765,486,40.7,3.6,5,1
43.0,0.8279,601,29.3,2.6,1,1
34.1,0.7071,574,24.8,0.0,1,1
40.3,0.5774,638,43.2,8.3,2,1
40.6,0.8143,484,20.4,3.0,2,1
32.6,0.565,473,57.4,0.0,6,1
52.1,0.4383,633,27.9,5.5,4,1
51.7,0.3697,553,31.8,2.9,4,1
36.9,0.5306,574,48.5,0.7,2,1
27.8,0.6889,534,32.1,5.3,3,1
50.7,0.8002,644,44.3,0.0,2,1
10.7,0.5542,601,6.6,1.2,3,1
40.3,0.7684,597,24.7,2.3,3,1
43.9,0.5114,498,34.8,5.1,4,1
25.1,0.4093,615,43.0,8.6,2,1
46.7,0.3149,511,39.2,2.4,3,1
34.7,0.4589,534,38.1,4.1,3,1
28.5,0.3216,484,42.7,9.9,2,1
46.6,0.9117,569,35.7,3.0,0,1
22.0,0.6291,655,4.3,4.2,6,1
45.4,0.5328,596,47.3,0.0,3,1
11.2,0.86,549,19.9,7.9,4,1
38.4,0.3156,588,33.8,1.2,3,1
35.5,0.5253,587,32.2,3.7,2,1
28.5,0.9099,585,30.6,3.6,2,1
39.7,0.5241,592,16.7,3.2,3,1
34.0,0.9904,507,6.7,1.9,2,1
47.7,0.6914,587,18.0,3.6,2,1
41.7,0.7851,457,39.9,7.4,6,1
40.4,0.7903,620,12.6,8.7,1,1
38.5,0.5503,503,19.4,2.6,3,1
29.3,0.4621,662,35.0,1.9,1,1
31.4,0.5292,409,17.7,1.0,3,1
38.0,0.3724,697,23.5,9.7,3,1
32.9,0.5381,465,31.0,3.3,3,1
48.3,0.5492,496,33.4,5.8,2,1
36.1,0.8541,601,17.4,4.7,5,1
39.5,0.6568,623,31.7,8.5,6,1
18.2,0.9753,560,34.8,2.4,3,1
46.3,0.1613,642,14.7,0.2,2,1
28.0,0.3309,524,32.6,7.6,1,1
22.5,0.486,552,21.4,5.3,1,1
54.8,0.8186,559,31.5,4.1,4,1
43.4,0.5303,542,38.7,6.8,3,1
46.7,0.2858,445,27.9,4.3,1,1
40.5,0.5059,578,41.0,6.9,3,1
33.9,0.3344,572,39.5,3.6,5,1
31.6,0.2991,655,40.9,5.3,5,1
44.3,0.9098,490,34.8,4.3,3,1
48.6,0.4867,535,43.2,2.2,3,1
34.2,0.5812,664,34.6,2.5,5,1
59.9,0.5333,601,10.0,2.0,3,1
32.6,0.5047,618,20.5,3.7,2,1
18.3,0.3987,612,27.5,1.9,5,1
14.3,0.4941,612,29.0,4.1,6,1
14.7,0.6107,707,34.3,4.0,4,1
30.0,0.8054,586,20.3,3.5,6,1
32.2,0.7205,509,54.1,3.6,3,1
43.2,0.3306,625,28.8,1.6,3,1
34.7,0.7279,540,29.9,2.3,2,1
45.1,0.6356,572,22.0,0.0,3,1
35.5,0.4376,606,18.0,2.7,3,1
35.2,0.5828,523,28.5,0.5,6,1
28.1,0.653,544,30.3,3.2,2,1
52.1,0.5585,613,29.0,1.2,5,1
16.6,0.6364,542,49.9,0.0,3,1
38.6,0.3947,648,28.5,8.6,3,1
32.8,0.9087,511,29.0,2.4,5,1
44.4,0.2027,511,39.8,6.6,3,1
34.8,0.654,713,27.9,1.7,4,1
35.1,0.616,473,36.5,7.2,2,1
31.8,0.6657,578,14.7,0.1,3,1
51.7,0.4225,710,14.7,3.4,2,1
35.0,0.7605,578,31.5,0.3,3,1
58.6,0.5306,674,27.2,9.5,4,1
38.3,0.3365,626,20.3,2.4,6,1
35.3,0.3529,579,31.5,5.1,6,1
33.3,0.5724,571,32.5,4.1,2,1
41.8,0.2626,432,21.5,2.9,1,1
27.9,0.8741,558,23.8,4.3,4,1
36.7,0.7388,596,32.6,6.4,4,1
35.1,0.8788,596,17.7,4.7,5,1
38.9,0.8599,753,22.8,3.4,2,1
39.2,0.4867,600,36.4,4.3,5,1
39.8,0.3935,624,29.7,7.8,1,1
36.1,0.068,662,24.3,2.0,5,1
53.8,0.4769,618,19.2,0.0,3,1
40.1,0.8678,574,17.8,0.3,2,1
66.3,0.401,574,28.4,0.4,1,1
35.6,0.5122,555,54.3,0.8,3,1
46.5,0.4502,611,36.8,0.9,1,1
26.3,0.6175,568,14.0,2.9,2,1
51.8,0.7815,624,38.5,3.6,3,1
26.5,0.2729,509,20.9,3.6,0,1
40.5,0.3074,590,29.9,1.2,3,1
31.8,0.8176,689,22.9,5.5,8,1
40.4,0.682,564,54.3,4.3,8,1
32.2,0.5033,709,16.4,7.0,2,1
25.5,0.8573,591,33.8,5.1,6,1
31.7,0.3043,576,21.8,2.1,5,1
53.5,0.7176,588,38.9,6.3,2,1
40.6,0.5377,558,33.5,3.7,5,1
19.5,0.6592,441,45.1,5.0,3,1
48.1,0.1203,642,38.6,4.8,4,1
24.3,0.5031,733,21.7,2.7,1,1
43.9,0.6826,614,65.0,3.3,2,1
41.6,0.5386,618,36.7,2.7,2,1
42.4,0.776,567,23.4,0.9,3,1
57.2,0.7699,661,32.5,0.0,2,1
25.1,0.3775,577,37.6,1.3,1,1
42.3,0.6983,599,37.1,3.5,0,1
50.1,0.3713,470,36.0,5.7,1,1
27.3,0.5597,543,41.6,5.0,3,1
26.1,0.6681,606,40.4,2.3,5,1
31.6,0.3996,644,19.8,1.3,3,1
38.9,0.6916,645,55.3,2.6,2,1
18.1,0.459,469,53.6,0.6,2,1
41.6,0.4455,477,39.6,0.0,4,1
18.1,0.6772,621,30.5,0.0,2,1
50.5,0.3995,528,30.7,6.4,3,1
41.2,0.3904,643,26.1,7.6,1,1
58.0,0.7374,466,27.7,4.9,6,1
43.0,0.5695,573,3.8,2.9,5,1
31.3,0.2883,578,48.4,0.0,2,1
25.4,0.704,614,44.1,2.6,3,1
37.9,0.4768,508,9.9,4.5,3,1
34.6,0.2975,442,40.7,5.1,3,1
49.2,0.0987,592,29.9,4.7,3,1
23.9,0.7126,617,27.6,6.0,3,1
59.3,0.3952,651,35.9,7.9,2,1
50.3,0.3261,555,9.1,2.0,3,1
32.6,0.6651,634,29.9,10.0,0,1
56.6,0.695,614,31.0,0.0,3,1
25.6,0.4083,673,31.0,1.1,2,1
37.5,0.7143,576,13.6,3.5,3,1
19.7,0.9199,459,35.4,4.4,0,1
57.2,0.7924,575,42.7,2.5,5,1
15.2,0.7644,586,34.9,1.8,4,1
17.7,0.6065,616,27.2,8.5,4,1
27.4,0.4701,473,62.3,1.6,4,1
50.9,0.5399,558,18.9,0.5,2,1
46.5,0.6293,641,39.3,7.2,3,1
36.5,0.3236,573,32.9,5.1,1,1
47.2,0.4115,559,54.1,5.7,2,1
33.6,0.293,713,34.6,3.5,2,1
40.1,0.5923,505,37.2,0.0,2,1
54.8,0.5649,666,36.1,3.2,4,1
32.0,0.4325,651,17.3,0.0,3,1
25.8,0.6977,564,19.6,3.6,3,1
40.6,0.362,578,26.7,4.6,2,1
43.9,0.4258,577,41.5,5.7,2,1
36.3,0.6905,593,32.8,2.8,3,1
47.0,0.7172,538,27.5,4.9,3,1
32.6,0.4068,550,46.5,0.7,3,1
36.5,0.5918,555,6.2,5.4,5,1
39.5,0.4098,557,14.5,4.7,1,1
38.4,0.5145,558,1.0,1.0,3,1
54.4,0.5759,423,44.5,4.3,1,1
39.4,0.6509,587,28.8,5.7,1,1
31.4,0.6072,543,41.6,3.2,2,1
41.3,0.5992,449,28.7,0.9,3,1
47.1,0.3559,555,42.3,3.4,2,1
44.3,0.6199,553,28.5,4.4,4,1
43.6,0.6492,669,34.9,0.9,3,1
17.0,0.674,542,33.2,0.5,2,1
10.0,0.4205,627,34.1,4.3,1,1
50.3,0.7148,677,50.2,5.1,1,1
40.3,0.3129,536,10.5,8.4,2,1
34.7,0.4725,577,29.2,4.7,2,1
43.3,0.5004,701,32.4,0.0,2,1
58.1,0.3228,596,30.6,8.1,1,1
52.0,0.4977,606,25.2,5.6,5,1
46.5,0.5899,551,23.6,0.0,4,1
24.4,0.2214,628,48.4,0.4,1,1
25.9,0.479,577,29.2,1.8,2,1
10.0,0.2353,452,59.3,5.1,0,1
42.6,0.9175,555,36.3,0.0,5,1
48.3,0.5882,497,26.5,2.7,5,1
49.3,0.5726,588,36.6,5.0,6,1
43.1,0.5918,516,31.3,0.0,3,1
33.2,0.6588,613,46.1,4.9,2,1
28.2,0.7261,583,16.0,5.2,5,1
25.1,0.2686,493,8.4,0.9,5,1
33.0,0.7858,546,34.3,0.1,3,1
23.3,0.7742,623,40.0,0.8,4,1
56.1,0.5381,660,33.4,0.0,4,1
19.4,0.5286,517,38.1,2.2,0,1
32.6,0.0,503,36.3,3.5,2,1
11.8,0.3261,717,12.2,0.0,5,1
38.6,0.6434,579,33.4,5.4,0,1
35.0,0.7661,586,45.8,3.3,6,1
30.7,0.6812,528,32.1,3.7,2,1
23.8,0.5364,595,14.3,2.0,3,1
35.0,0.8967,700,26.0,4.9,3,1
28.5,0.7309,598,36.7,6.2,4,1
33.4,0.4791,655,51.5,2.0,2,1
58.5,0.9428,582,6.5,4.9,4,1
37.1,0.3527,508,34.3,4.9,2,1
41.4,0.2851,532,18.8,4.0,7,1
29.4,0.4742,502,36.1,7.2,5,1
25.6,0.4134,595,37.1,1.2,3,1
34.7,0.4843,666,27.2,1.9,5,1
65.0,0.6937,591,37.6,1.1,6,1
31.6,0.5439,558,43.7,4.8,2,1
39.3,0.5485,525,28.0,2.3,0,1
25.1,0.5606,605,14.0,1.3,4,1
10.0,0.1338,493,47.1,7.2,1,1
25.5,0.2773,501,39.9,7.5,2,1
63.6,0.4806,643,36.8,2.2,6,1
42.1,0.3983,561,21.7,0.0,2,1
54.7,0.5083,559,41.8,7.7,0,1
30.8,0.8027,568,54.5,4.2,4,1
10.0,0.5366,631,28.5,4.1,0,1
21.7,0.312,592,31.1,3.3,4,1
39.8,0.4072,528,17.2,1.0,3,1
37.9,0.8579,531,21.4,2.0,1,1
34.9,0.8258,566,17.1,4.7,2,1
28.6,0.6573,601,31.6,1.9,6,1
46.3,0.2688,578,25.9,4.1,3,1
29.0,0.6052,571,34.5,3.0,3,1
38.7,0.6191,583,19.3,0.4,0,1
37.3,0.5546,577,28.0,7.1,2,1
30.6,0.4474,525,18.6,4.5,1,1
24.4,0.4847,657,32.3,3.8,2,1
29.9,0.4349,546,10.4,4.4,5,1
57.5,0.3439,589,31.8,0.0,5,1
48.3,0.7959,436,26.7,1.8,4,1
47.2,0.7088,565,32.2,0.0,4,1
25.6,0.4987,503,10.2,3.3,1,1
17.7,0.6134,511,37.9,3.8,3,1
48.2,0.6201,750,26.4,3.4,4,1
45.9,0.9717,597,32.6,5.9,5,1
36.6,0.7071,666,7.6,0.0,2,1
30.6,0.7003,640,15.1,1.0,1,1
17.4,0.5568,649,25.3,4.0,1,1
45.4,0.4718,566,46.5,3.7,2,1
49.2,0.7989,692,36.3,0.0,1,1
26.9,0.6674,639,31.6,6.0,3,1
25.8,0.4007,583,18.9,6.9,1,1
49.9,0.6317,598,16.7,4.1,6,1
27.3,0.7007,570,33.3,0.0,2,1
56.3,0.1728,584,38.4,3.4,2,1
33.7,0.384,577,32.5,3.9,4,1
30.4,0.6153,607,50.5,2.3,2,1
35.5,0.2036,702,21.8,6.4,1,1
30.4,0.2321,496,32.2,2.7,2,1
48.5,0.5013,660,9.7,8.3,1,1
45.6,0.6385,554,32.5,5.0,2,1
48.1,0.6468,669,47.6,3.7,1,1
37.2,0.8348,557,17.5,5.3,3,1
