egt_c,cit_c,tbmt_c,brg_c,ics_c,lube_c,amb_c,op_state
612.93,41.53,980.0,116.77,381.5,82.89,44.16,2
598.28,21.48,999.3,115.54,365.23,80.0,22.33,2
521.35,20.11,826.09,74.68,297.3,44.71,24.14,0
536.75,17.92,894.15,56.83,317.83,35.0,18.61,0
583.13,29.12,980.0,113.39,346.78,86.87,28.58,2
7.68,21.9,-50.0,0.06,-29.43,24.94,19.76,3
580.0,19.77,980.0,127.4,349.68,95.52,19.86,2
564.1,21.43,940.24,82.98,348.14,63.85,19.37,1
515.48,26.06,822.22,75.94,270.92,54.13,23.32,0
522.24,21.25,820.86,85.52,303.17,61.45,20.7,0
559.72,22.47,939.49,92.24,369.98,76.06,17.84,1
61.81,22.74,50.75,29.27,82.69,-7.53,30.07,3
630.56,22.19,995.87,107.64,387.06,84.83,29.33,2
610.65,21.98,1015.15,100.28,350.85,69.11,23.1,1
482.11,24.27,772.18,78.73,270.0,78.44,26.19,0
717.44,10.55,1085.61,143.02,422.3,127.05,20.23,3
605.49,25.27,1008.72,83.45,387.27,60.18,24.04,0
550.1,31.65,900.0,77.16,317.53,60.0,33.79,1
595.75,17.51,955.23,95.62,,62.38,18.07,1
645.74,34.22,1070.58,127.56,413.94,80.0,29.92,2
498.35,24.28,,78.1,283.9,55.9,25.34,0
559.74,17.55,962.86,88.37,321.16,64.99,21.67,1
496.14,27.79,807.85,81.7,293.28,58.18,29.98,0
515.33,18.84,817.78,,304.79,55.71,22.65,0
565.1,26.14,955.75,90.55,367.44,60.0,27.61,1
528.28,15.85,861.05,68.57,322.28,43.61,14.75,0
583.66,21.53,941.38,107.69,,76.68,22.46,1
502.82,23.38,825.76,77.44,308.66,56.41,22.66,0
563.39,30.35,897.57,87.34,340.25,55.05,32.58,0
527.99,12.89,843.34,82.66,314.94,56.89,11.68,0
562.91,26.61,929.34,,,78.48,23.21,1
591.49,31.54,,85.58,354.46,60.05,29.71,1
536.54,28.17,871.65,70.66,313.7,54.88,27.15,0
514.21,14.93,,80.31,320.96,56.19,17.92,0
-0.71,-9.42,88.61,71.31,35.28,-3.34,27.88,3
527.16,15.68,857.84,75.94,303.69,51.21,10.15,0
538.91,17.71,849.86,78.31,319.96,47.29,24.62,0
528.37,30.0,881.83,81.41,294.95,60.13,31.02,0
564.03,24.58,938.93,88.9,362.5,63.13,24.58,1
521.6,24.49,866.52,65.58,308.7,,24.79,0
521.5,25.59,854.48,58.79,,49.53,26.7,0
553.82,27.97,870.92,81.84,306.54,53.82,28.05,0
510.76,10.5,857.04,81.42,308.48,66.15,12.14,0
507.27,18.24,823.48,75.55,286.22,54.31,13.96,0
514.15,6.44,808.4,73.85,303.9,49.08,5.73,0
615.86,18.4,1091.4,134.14,,102.73,14.38,2
577.05,19.12,,79.07,349.14,73.11,16.86,1
653.12,11.24,1102.93,90.0,384.36,80.0,14.23,2
647.45,15.36,1064.19,121.1,425.19,80.0,18.47,2
520.82,24.15,843.29,83.64,307.15,53.92,27.73,0
502.74,22.39,824.71,86.6,318.4,54.27,16.21,0
625.21,26.39,1061.88,110.38,404.42,88.5,22.91,2
631.7,36.78,,121.47,377.5,99.45,35.87,2
520.01,30.76,843.29,84.06,308.68,50.22,28.91,0
504.42,26.33,817.27,80.03,290.46,60.69,25.2,0
528.51,7.85,842.63,248.5858918542036,288.3,43.3,7.72,0
598.07,24.93,1008.14,103.08,345.0,80.0,22.87,3
582.71,17.24,1005.13,126.47,378.21,103.69,22.83,2
522.87,22.53,853.38,76.69,296.23,59.39,22.79,0
512.65,25.74,817.02,76.18,286.08,58.04,28.94,0
530.58,18.33,842.98,50.65,334.45,35.0,15.98,0
564.91,27.27,,90.18,346.53,75.1,30.68,1
638.28,26.33,1062.18,107.68,388.77,91.68,31.58,2
646.09,34.43,1035.07,121.8,416.58,80.0,31.73,2
563.89,31.85,922.74,103.76,344.99,86.64,32.94,1
560.78,7.25,891.56,81.21,316.26,63.74,9.47,0
559.75,19.53,910.67,98.96,335.68,68.2,22.66,1
635.28,27.99,1068.1,110.71,407.77,80.0,30.38,2
555.04,25.63,900.0,99.13,331.56,92.48,20.43,1
501.59,18.61,819.2,80.46,300.44,55.4,13.83,0
530.48,13.51,886.62,85.41,288.6,53.85,13.94,0
640.36,31.28,1140.9,135.64,427.22,129.51,27.36,3
548.13,22.66,928.57,77.54,318.29,62.0,22.34,0
655.41,16.53,1104.61,119.94,370.96,80.0,21.38,2
501.23,25.84,805.57,79.02,304.31,59.95,20.03,0
608.73,18.41,,90.41,373.8,64.28,20.87,1
596.27,21.16,994.27,96.25,368.53,62.23,20.82,1
614.55,40.06,1020.0,97.58,382.1,66.38,41.37,1
625.54,25.35,1082.5,,371.77,80.0,21.18,2
524.93,19.93,812.67,80.1,315.37,58.86,19.63,0
577.48,34.78,,77.48,362.7,60.0,33.59,1
485.74,10.38,763.71,71.51,291.26,39.97,8.91,0
538.49,14.83,860.37,67.74,333.46,44.38,14.39,0
607.95,22.9,989.28,130.11,360.32,103.42,21.63,2
514.56,14.36,838.15,85.16,289.83,61.47,9.3,0
540.06,20.82,,93.36,314.35,74.0,19.92,0
580.15,31.1,929.47,101.78,339.05,71.37,32.06,1
510.74,26.57,818.41,77.41,300.44,55.74,24.29,0
527.54,25.3,836.72,78.49,291.5,53.67,26.95,0
567.81,20.48,911.35,85.39,342.87,63.26,26.59,1
535.19,9.05,831.41,82.32,321.45,,12.11,0
581.27,13.06,916.15,97.91,348.3,60.0,13.82,0
650.96,28.79,1050.76,,407.34,93.85,30.49,2
492.39,18.33,827.01,61.02,281.65,37.47,17.17,0
591.9,28.33,960.91,92.25,357.64,81.75,27.99,1
516.04,5.38,868.28,78.48,317.53,55.74,4.92,0
531.34,16.98,,60.43,307.41,51.51,20.53,0
494.72,30.2,779.39,69.28,294.81,50.97,32.33,0
574.61,21.9,942.41,91.17,334.98,68.67,29.93,1
,29.74,944.57,80.25,329.6,58.87,31.97,0
580.0,22.52,981.79,97.81,359.11,62.93,21.47,1
496.8,29.54,817.04,75.61,,57.06,31.51,0
626.15,31.73,1067.78,101.42,364.71,80.0,30.57,2
635.22,35.35,,119.83,417.22,97.51,39.06,2
584.54,32.38,1008.52,87.83,340.57,60.0,33.49,1
496.05,11.31,,72.16,285.85,56.35,5.45,0
583.25,24.73,969.61,84.6,342.29,60.0,27.79,1
534.22,21.8,828.6,69.99,315.51,55.83,24.76,0
513.47,30.1,831.1,79.6,312.08,58.54,30.37,1
593.23,22.0,1020.0,97.07,360.83,60.19,20.08,1
516.29,19.98,841.04,74.3,302.22,51.06,16.47,1
636.35,29.77,1071.44,131.07,371.06,102.55,25.21,2
55.08,29.99,0.72,-6.89,37.15,56.35,34.17,3
520.73,18.31,852.25,88.8,304.86,52.6,15.88,0
595.98,17.1,975.95,94.27,358.83,63.84,17.3,1
91.29,57.94,122.55,3.09,-50.0,10.29,24.93,3
610.4,12.95,1022.82,121.19,381.62,83.73,13.5,2
586.03,21.73,978.96,86.76,345.67,72.5,20.74,1
592.36,23.05,,122.64,345.0,102.15,23.4,2
649.18,26.75,1082.22,105.23,,90.41,29.85,2
630.22,27.67,1078.65,113.36,387.65,100.75,22.55,2
529.66,37.55,880.52,72.99,327.08,54.7,35.64,0
545.75,12.48,873.9,87.27,321.93,56.22,10.93,0
507.16,13.0,867.31,94.32,298.28,54.13,11.86,0
615.81,20.66,,94.04,369.3,68.95,23.42,1
519.89,33.15,867.94,91.78,296.57,66.85,34.35,0
687.08,15.68,1246.12,,457.23,109.84,8.17,3
529.45,18.13,874.9,78.82,314.51,54.58,19.32,0
501.56,14.96,839.18,78.93,291.74,58.6,11.97,0
475.23,24.24,757.09,72.3,286.41,47.39,27.36,0
529.86,18.28,848.97,67.43,334.44,,22.09,0
635.84,26.22,1029.8,114.09,389.95,,26.96,2
621.16,26.04,,122.18,371.55,96.5,26.42,2
508.35,28.51,856.21,80.43,309.17,51.39,32.78,0
619.8,21.6,1045.76,121.71,388.67,103.85,19.51,3
580.84,38.88,985.88,94.99,,78.34,41.98,1
584.12,7.22,,89.52,,71.82,11.49,1
653.62,26.52,1120.0,107.83,407.35,93.66,24.06,2
536.28,19.37,,75.9,302.25,51.47,20.98,0
552.02,17.25,931.52,91.58,,60.0,18.74,1
531.23,20.09,877.8,77.4,307.19,55.26,16.24,0
496.47,33.24,,70.59,284.14,49.56,36.61,0
537.71,34.67,903.59,84.32,,57.32,30.23,0
590.61,21.37,1008.84,104.66,367.19,94.04,18.3,2
488.24,23.35,782.83,75.21,289.23,61.85,27.18,0
545.25,24.25,909.78,69.6,319.57,47.56,21.15,0
519.62,26.03,852.69,68.71,302.6,53.29,29.15,0
536.69,22.79,831.16,81.1,306.64,52.17,22.76,0
69.14,8.22,157.19,50.06,43.24,16.05,11.89,3
495.7,19.31,793.98,73.33,298.91,52.61,26.14,0
517.25,14.9,817.68,64.46,302.03,55.68,15.57,0
574.5,20.52,911.98,89.21,329.49,60.0,17.76,1
490.54,31.0,,69.2,281.52,45.75,33.96,0
558.78,32.02,900.0,91.26,310.0,75.7,32.21,1
627.9,24.22,1012.55,106.5,366.25,88.87,27.39,2
575.28,17.29,962.66,102.06,347.29,89.66,13.58,1
505.6,36.79,822.9,72.4,303.16,42.74,35.48,0
562.25,13.62,,84.0,,76.33,9.59,1
507.71,13.44,819.19,65.54,292.36,51.58,12.41,0
531.42,28.8,884.36,70.89,313.76,44.71,29.76,0
644.0,15.44,1093.33,121.87,374.58,94.06,13.84,2
641.73,23.71,,90.0,387.4,80.0,21.01,2
568.68,19.58,953.87,105.53,340.32,84.71,21.11,1
523.16,24.13,,75.8,314.31,58.11,26.03,0
502.89,21.91,794.06,67.73,310.3,48.23,18.13,0
613.85,17.46,,138.32,360.07,109.61,16.24,2
536.43,13.75,864.9,73.51,305.11,54.92,17.0,0
559.53,32.51,916.73,93.65,337.9,69.87,29.76,0
520.51,20.3,,75.42,294.06,38.09,20.22,0
551.52,25.19,899.54,70.18,305.58,56.14,31.75,0
614.45,22.71,1077.84,128.92,389.18,89.97,18.95,2
583.48,25.06,,226.584606069873,360.89,71.2,25.14,1
530.17,17.7,848.77,68.72,299.4,42.93,18.91,0
546.23,27.57,912.22,96.6,366.38,63.28,31.52,1
616.84,35.39,,87.86,340.26,62.21,33.42,1
580.0,37.39,,117.5,345.0,80.0,37.74,2
613.92,34.48,1059.46,125.39,381.51,95.14,38.43,2
500.14,24.83,798.72,66.45,282.82,47.58,22.59,0
545.45,12.86,843.84,84.28,329.75,60.44,11.8,0
504.55,21.73,,83.52,295.03,53.1,22.61,0
530.2,12.05,815.74,78.87,339.71,51.59,16.85,0
553.48,45.0,900.0,82.91,,60.0,46.11,1
633.82,41.3,1033.83,247.050292874207,379.19,80.0,39.59,2
498.4,33.77,850.95,69.79,305.16,47.19,36.9,0
592.09,17.84,983.84,94.91,354.64,83.34,16.39,1
517.46,23.52,826.36,76.64,292.85,56.54,26.49,0
632.87,32.25,1027.64,115.23,429.49,80.0,34.79,2
615.86,23.41,993.88,114.67,385.72,88.56,23.34,2
525.97,15.77,864.12,83.37,298.45,60.85,16.04,0
524.16,19.83,850.53,71.89,322.87,56.33,19.65,0
606.22,34.52,,79.11,350.03,60.0,35.69,1
559.6,28.32,,89.49,332.18,65.93,26.17,1
593.63,26.12,961.28,92.24,359.31,77.22,22.51,0
638.54,18.76,1089.58,111.1,381.63,83.65,24.28,2
609.77,35.54,982.19,119.27,377.75,106.9,33.82,2
599.55,30.72,952.8,107.91,372.9,84.43,31.22,1
524.06,22.9,837.88,,299.12,56.94,22.25,0
629.89,14.32,1165.26,184.03,381.95,131.1,17.08,3
504.95,30.21,,74.29,306.84,48.57,23.84,0
581.31,14.38,,88.16,311.67,63.58,13.88,1
534.3,29.1,820.82,83.25,314.45,57.74,29.67,0
590.01,19.49,982.56,112.36,350.48,92.56,18.16,2
492.62,12.59,783.33,77.97,285.16,48.66,15.0,0
516.8,32.71,807.9,69.42,297.03,42.08,34.56,0
961.9063889042648,31.73,838.14,101.05,,64.72,34.91,0
521.27,13.2,823.88,70.95,296.23,47.49,14.42,1
536.55,18.67,936.83,86.15,352.26,66.94,17.63,1
595.91,37.58,,101.21,361.21,66.52,35.36,1
528.22,14.48,859.91,65.54,309.44,51.95,12.72,0
92.74,-5.26,215.98,41.01,150.86,-18.71,33.81,3
509.04,26.73,818.73,69.91,276.5,40.55,26.97,0
498.01,12.09,789.8,86.69,284.57,56.82,14.29,0
503.61,22.08,833.63,61.64,296.67,43.41,14.25,0
541.67,31.93,839.08,78.13,309.73,57.78,34.83,1
617.67,22.76,,136.17,363.51,119.28,25.68,2
490.5,19.28,807.25,78.0,297.29,57.22,14.12,0
616.69,15.46,1085.32,106.49,372.7,80.0,17.9,2
635.09,9.92,1066.63,122.96,409.35,95.76,14.78,2
522.81,20.65,816.65,69.07,300.3,41.67,20.67,0
631.64,35.53,,126.2,367.71,103.7,34.31,2
616.56,16.43,1054.74,123.38,354.97,86.02,13.8,2
515.99,18.08,839.04,77.24,301.19,67.66,19.72,0
538.87,17.01,879.19,75.45,324.49,49.06,15.82,0
520.49,15.4,880.36,64.79,303.66,37.12,13.78,0
568.31,32.37,939.26,87.25,330.98,60.0,28.41,1
653.02,28.88,1076.87,133.89,389.11,95.36,29.44,2
548.12,22.62,912.9,99.6,323.33,87.41,22.85,1
647.51,26.61,1079.93,109.17,427.27,90.47,24.1,2
523.45,25.0,847.04,61.57,290.3,40.05,34.13,0
500.49,28.78,823.36,78.6,,61.06,27.5,0
516.76,18.68,,70.96,301.56,44.48,16.97,0
559.21,23.2,897.89,60.56,312.52,38.61,22.69,0
552.22,13.33,916.79,99.64,333.57,85.81,10.92,1
529.83,29.99,867.49,82.03,312.11,63.27,36.15,0
525.22,23.77,875.03,73.04,306.83,48.37,26.15,0
563.24,27.07,,62.22,316.29,36.88,29.39,0
611.62,25.13,988.69,128.71,387.81,99.98,25.47,2
574.89,21.98,931.76,125.48,357.96,83.65,22.9,1
566.23,20.06,933.24,87.61,355.84,64.09,22.21,1
494.54,18.96,817.48,93.72,270.0,73.81,20.94,0
636.08,25.43,1120.95,136.36,475.28,116.09,20.28,3
583.85,16.15,951.82,80.89,330.89,60.0,21.65,1
521.99,25.17,819.78,64.49,310.35,51.55,17.32,0
526.41,16.21,811.83,62.1,,35.0,16.81,0
606.05,24.24,1018.46,96.63,369.06,80.0,27.91,2
557.85,16.49,887.77,78.51,327.29,56.1,19.3,0
543.24,15.94,882.22,84.97,,58.8,15.09,0
622.26,18.96,1071.53,116.91,351.63,87.44,20.93,2
534.5,32.51,885.39,75.45,313.13,55.69,32.11,0
533.59,20.81,860.45,66.32,311.56,47.26,19.22,0
592.58,14.17,1008.91,90.01,354.35,69.88,16.28,1
530.0,27.25,900.0,101.59,331.11,73.91,22.38,1
661.19,25.96,1120.0,92.95,421.45,80.0,24.09,2
593.48,21.27,965.64,75.0,349.35,70.04,22.53,1
566.21,31.37,901.7,89.54,338.52,64.45,35.71,1
506.23,22.27,773.87,,299.84,69.61,20.85,0
626.91,14.89,1081.29,133.0,386.55,100.45,16.25,2
588.39,25.39,948.54,89.13,368.22,60.0,27.86,1
573.07,15.31,915.29,75.0,352.37,60.0,15.27,1
522.08,12.84,,81.01,303.51,53.82,13.63,0
645.59,29.72,1120.0,,423.35,96.66,32.13,2
557.31,22.8,903.71,89.97,310.0,60.0,25.12,1
564.86,25.88,956.35,,348.47,60.0,25.15,1
603.19,21.14,980.0,112.49,382.91,87.66,24.56,2
506.57,13.15,821.67,70.62,311.89,42.42,10.78,0
725.26,34.46,1161.96,88.71,493.46,159.33,28.24,3
149.85760067950707,16.62,850.98,66.42,,42.78,15.67,0
551.35,39.02,891.27,83.02,326.44,59.98,38.26,0
503.67,23.26,831.51,68.68,300.08,42.1,22.8,0
508.56,19.71,811.34,63.34,270.02,35.0,23.29,0
550.57,23.4,883.39,75.79,298.89,45.67,24.48,0
620.63,46.99,1196.62,190.32,526.89,116.01,26.6,3
,33.96,807.3,71.75,301.54,46.31,30.34,0
22.99,5.52,162.48,16.86,,32.35,25.23,3
535.3,22.49,,83.25,306.02,66.93,21.85,0
629.8,33.3,1106.42,113.49,386.41,96.69,40.88,2
621.39,38.41,1004.05,103.82,371.55,85.86,36.18,2
534.88,45.0,854.83,88.12,326.41,54.67,50.0,0
556.83,25.92,950.29,96.38,321.19,78.75,25.4,1
960.7102909938383,10.71,,106.37,,105.66,11.76,2
536.09,6.31,846.47,80.2,303.76,67.88,8.35,0
640.38,29.99,,90.85,391.5,80.0,31.95,2
572.55,33.03,,88.71,369.05,75.35,33.12,1
511.3,21.99,,91.42,,61.21,16.9,0
605.11,31.87,1059.28,118.2,,84.29,32.28,2
534.38,28.92,895.46,73.76,321.79,45.27,30.9,0
530.76,28.83,848.53,61.76,300.49,41.91,27.23,0
533.99,23.05,880.91,80.58,317.76,57.05,25.11,0
533.32,22.61,855.35,75.8,304.69,48.78,25.25,0
622.59,21.48,981.88,110.0,387.48,92.65,20.01,2
566.04,15.27,,88.28,335.91,72.54,11.09,1
541.62,17.57,885.18,73.44,346.89,53.0,11.66,0
590.52,17.91,970.22,101.66,370.84,75.81,17.82,1
556.48,25.07,,79.49,344.08,60.0,30.56,1
645.55,27.48,1076.47,129.56,384.2,100.51,29.77,2
551.51,25.24,906.66,66.9,332.7,41.48,27.86,0
505.15,14.46,814.22,73.11,309.57,48.29,19.9,0
621.92,24.25,1037.85,139.01,564.2737039095762,101.82,21.52,2
599.42,22.55,958.09,91.38,386.53,60.0,24.0,1
570.53,22.63,940.42,90.45,329.4,74.29,23.32,1
508.36,6.71,840.41,75.05,284.22,55.54,0.4,0
642.04,16.45,1120.0,101.56,367.25,80.0,18.25,2
955.9358139940623,30.54,845.11,77.34,321.2,44.23,25.6,0
520.23,18.7,867.23,77.57,308.52,59.5,15.79,0
488.48,24.21,773.79,59.44,,41.74,24.3,0
508.87,27.61,845.77,76.59,284.3,48.12,28.57,0
578.09,34.74,917.27,107.14,330.78,60.31,29.49,1
512.33,22.14,814.86,78.45,285.51,66.13,22.05,0
573.93,19.18,939.29,98.52,338.02,85.87,24.33,1
502.33,34.68,821.74,80.16,296.9,56.93,34.71,0
586.56,13.54,963.86,80.53,324.69,60.0,13.59,1
515.93,31.59,864.44,78.38,301.93,52.55,27.37,0
523.02,17.35,858.54,74.04,298.02,57.11,17.86,0
637.09,32.8,1062.27,113.8,370.29,101.95,34.22,2
616.0,25.34,980.0,140.54,361.44,100.42,24.75,2
561.19,43.9,943.21,100.36,,80.33,43.67,1
569.89,17.72,946.55,94.85,310.08,81.86,21.55,1
484.51,26.09,800.59,67.65,291.56,50.26,28.82,0
589.17,21.63,,87.94,345.41,60.0,25.41,1
480.54,9.8,777.41,73.45,278.59,59.63,4.92,0
580.0,18.64,980.0,107.29,345.0,80.0,21.85,2
494.68,24.48,803.48,86.79,277.66,65.79,25.06,0
584.97,24.65,982.14,75.0,375.44,60.0,30.4,1
494.06,19.51,772.49,82.83,270.4,60.49,19.41,0
617.79,17.66,1020.0,99.26,392.38,85.38,20.6,1
526.78,18.54,823.91,71.94,323.12,52.57,19.76,0
616.74,17.65,1038.94,128.28,364.44,100.78,17.48,2
512.0,11.97,,77.96,293.96,55.91,11.52,0
499.66,19.08,796.97,69.54,270.0,51.07,20.49,0
550.78,26.14,,73.08,305.86,60.07,27.45,0
555.4,17.97,,93.66,314.1,60.0,18.2,1
525.59,31.03,838.28,73.91,323.54,52.58,31.8,0
502.84,23.8,809.55,65.95,305.85,44.56,19.73,0
491.59,19.99,784.46,76.31,300.31,51.89,18.47,0
531.1,32.52,881.14,66.96,288.96,56.98,35.21,0
572.05,22.99,950.18,75.0,365.05,60.0,19.63,1
530.0,24.37,,83.49,310.0,65.05,26.47,1
575.06,34.42,1120.33,148.18,440.28,126.76,22.79,3
495.99,18.55,784.18,61.63,,36.07,16.81,0
625.99,15.16,,167.26,551.29,125.42,40.21,3
31.23,9.86,-26.77,18.6,85.5,2.49,28.5,3
629.46,14.08,1111.01,113.18,375.49,93.69,14.98,2
651.28,21.99,1120.0,133.07,393.67,95.45,25.65,2
513.69,16.63,,73.34,307.17,57.14,16.6,1
550.35,35.13,903.12,82.79,347.21,60.0,41.36,1
580.0,22.58,,102.38,349.58,80.0,16.23,2
564.92,15.17,936.61,100.96,339.43,86.34,10.83,1
38.1,-7.25,-23.69,99.13,-50.0,-2.5,31.75,3
558.75,35.4,,92.56,310.74,60.0,39.95,1
527.19,18.77,854.34,76.28,304.55,49.23,18.1,0
533.53,28.54,869.83,219.32777524119118,297.49,47.93,26.47,0
606.47,23.36,994.95,80.96,,70.43,21.1,0
622.99,,1069.68,112.34,380.64,81.81,32.55,2
547.57,15.43,900.0,87.85,327.42,68.99,16.66,1
653.76,27.48,1109.0,117.92,404.25,81.93,30.13,2
509.69,18.11,799.26,80.83,299.91,61.49,18.86,0
506.89,24.11,862.65,95.82,294.72,64.71,19.25,0
535.06,16.7,861.14,67.43,306.53,,25.11,0
510.54,21.69,774.52,,318.34,53.55,21.94,0
128.68478765335334,22.43,1003.41,135.09,364.68,105.48,26.67,2
546.26,21.56,881.85,70.41,323.23,56.43,24.45,0
503.81,8.54,753.19,69.15,314.92,51.56,12.2,0
618.66,20.91,980.0,119.25,372.02,85.76,25.71,2
524.88,24.83,835.31,74.97,304.08,56.94,26.66,0
643.72,22.89,1120.0,113.9,389.43,102.27,20.99,2
591.26,24.08,1013.35,85.0,344.84,81.92,22.75,1
585.79,22.44,980.0,100.07,345.0,84.29,22.15,2
519.18,22.61,841.99,77.69,312.44,55.71,22.04,0
533.26,21.3,820.55,77.5,300.5,61.87,25.19,0
511.8,19.83,868.51,85.49,306.4,57.52,18.73,0
620.13,27.74,1068.83,90.0,371.46,80.0,29.69,2
598.4,20.39,922.94,81.44,374.21,72.23,25.78,1
511.94,30.99,846.09,78.79,305.91,69.3,27.14,0
580.91,24.93,980.0,95.73,356.51,80.0,25.94,2
577.61,23.63,956.67,77.9,348.85,60.0,21.83,1
574.83,30.31,943.59,96.8,339.74,74.05,32.51,1
599.21,22.98,1027.4,135.1,361.7,91.71,17.73,2
512.43,20.06,852.85,66.74,288.09,50.79,20.55,0
549.26,30.79,900.22,99.73,340.82,67.16,29.43,1
518.32,33.12,841.2,66.3,282.36,43.87,34.36,0
623.77,25.22,1048.14,116.3,385.92,84.6,24.6,2
498.16,19.91,785.7,69.19,299.62,42.71,19.83,0
480.95,20.1,731.64,78.16,270.0,46.92,18.47,0
528.56,27.18,879.59,72.33,306.05,47.64,26.09,0
637.73,32.29,1051.94,90.0,369.46,80.0,38.27,2
517.94,17.83,799.51,63.22,298.89,36.33,18.38,0
512.04,10.21,826.99,67.19,293.75,47.83,10.52,0
511.41,29.44,821.17,81.29,297.88,58.68,29.17,0
585.53,42.72,980.0,122.58,364.48,101.64,41.71,2
643.46,19.38,1040.45,129.65,386.04,81.06,22.25,2
582.94,18.64,1000.65,92.76,355.16,80.66,20.4,1
528.98,25.14,850.65,79.66,301.32,53.93,26.38,0
545.3,28.74,900.0,99.51,314.37,73.85,30.9,1
158.4,11.86,,19.67,18.18,11.58,22.64,3
591.08,35.6,973.56,107.88,354.71,90.99,34.6,1
618.51,20.45,1074.6,135.13,384.95,89.74,17.75,2
584.08,24.75,1012.72,84.37,370.26,69.36,20.78,1
611.45,24.65,1046.98,131.74,346.98,90.47,27.43,2
505.31,19.57,841.15,72.45,283.29,63.78,22.45,0
520.83,21.12,,74.14,318.89,50.09,18.51,0
495.97,23.96,821.59,70.6,306.87,48.31,19.45,0
575.62,16.9,900.0,91.27,347.61,64.2,16.73,1
654.13,31.32,1113.72,111.94,396.86,80.44,33.51,2
514.53,12.82,825.33,84.31,310.04,56.06,14.0,0
534.38,16.3,904.24,97.04,311.78,72.86,18.45,1
551.65,30.07,,84.47,,58.76,31.7,0
518.26,21.72,822.81,90.56,,66.64,17.0,0
630.33,38.59,1084.83,121.03,345.0,80.0,37.77,2
578.32,35.74,917.38,84.46,338.93,62.03,34.67,1
576.77,26.02,985.91,109.19,329.19,92.23,28.13,1
505.2,20.49,,86.13,293.75,59.35,20.9,0
591.48,28.05,,90.26,340.33,72.16,33.98,1
655.29,27.23,1093.97,116.89,,81.52,26.94,2
507.37,9.98,,80.75,294.04,61.67,10.42,1
636.87,25.18,1104.31,101.57,369.2,85.76,22.26,2
583.68,,972.18,75.0,349.51,60.0,21.32,1
485.63,16.53,783.96,74.66,292.7,63.32,14.34,0
510.7,19.55,800.3,81.7,309.13,62.04,19.34,0
621.14,16.94,1045.76,118.31,348.82,98.97,17.34,2
604.83,13.57,,108.84,377.39,87.62,15.79,2
575.57,19.27,949.17,88.01,358.81,66.84,19.03,1
654.59,36.05,1067.78,117.03,394.39,95.78,38.19,2
521.04,26.97,817.91,,324.69,66.78,26.35,0
616.3,30.12,1113.18,149.14,465.52,144.05,23.9,3
582.4,27.52,915.92,106.42,375.29,63.4,32.14,1
519.98,33.57,850.03,79.16,313.72,73.74,34.57,0
552.62,34.18,,81.44,328.95,60.0,31.02,1
498.95,28.68,822.67,92.93,294.54,58.0,31.83,0
,18.24,824.21,76.68,277.87,56.85,12.71,0
720.32,31.46,1198.12,,460.01,119.03,23.16,3
15.36,-2.38,,77.17,81.94,28.4,17.02,3
,21.26,958.74,96.77,330.3,70.32,22.53,0
-50.0,-1.97,122.81,-0.93,147.75,20.45,31.28,3
490.99,16.8,781.96,62.42,293.18,43.01,16.31,0
618.22,28.63,,132.55,364.97,109.21,29.99,2
617.19,22.99,1004.88,103.08,406.23,86.36,23.24,2
520.29,29.14,846.74,73.54,294.21,37.83,26.37,1
505.99,17.73,,73.64,279.86,54.96,18.08,0
553.57,28.28,873.91,70.15,337.93,43.23,32.55,0
543.59,28.94,876.07,63.13,320.79,44.56,23.93,0
510.31,24.71,803.63,82.25,284.69,66.18,25.46,0
678.03,24.59,1111.71,123.55,419.22,92.25,21.29,2
586.95,25.69,932.17,79.8,344.23,70.01,24.81,1
509.12,9.32,814.68,85.72,312.7,72.79,10.24,0
621.06,25.11,1070.02,104.04,366.13,83.52,24.05,2
522.3,26.7,832.34,69.04,292.19,44.46,27.58,1
562.24,37.37,970.17,91.31,335.73,81.29,37.7,1
635.34,15.07,1069.66,107.4,,95.38,13.43,2
574.9,29.89,970.07,103.66,344.97,72.4,32.41,1
575.89,25.38,994.68,93.51,357.81,80.48,22.82,1
564.36,35.42,905.09,108.69,333.65,75.78,34.43,1
588.61,20.75,983.78,103.33,346.37,78.42,19.78,1
542.24,14.74,878.49,71.53,304.91,56.9,14.8,0
660.98,32.75,1142.19,153.83,555.78,104.06,17.82,2
552.56,21.94,866.69,86.33,,54.06,22.17,0
505.51,17.88,818.09,72.56,285.08,49.91,21.95,0
513.4,18.12,904.45,87.47,,76.33,22.32,0
533.21,30.38,869.41,85.35,291.22,51.93,28.74,0
664.57,17.12,1120.0,122.06,418.54,93.88,13.65,2
590.27,33.55,1014.42,110.69,389.29,79.74,38.96,1
544.16,25.4,852.14,70.01,300.63,45.5,27.81,0
557.96,26.24,939.11,93.78,327.9,72.92,24.75,1
579.36,14.54,952.82,85.68,354.82,60.0,16.71,1
520.67,15.83,818.97,79.52,305.42,61.66,7.01,0
483.22,17.25,816.75,72.83,282.45,50.26,21.57,0
674.31,23.42,1120.0,105.13,426.08,80.0,24.82,2
575.64,9.73,938.57,102.24,330.01,78.23,14.35,0
126.28,34.11,102.63,54.12,45.42,9.36,33.05,3
515.51,18.88,863.94,73.05,298.9,58.28,14.3,0
659.43,27.17,1092.76,102.56,439.31,,25.14,2
556.95,25.44,920.26,,355.74,60.0,23.71,1
,22.72,847.93,79.19,301.45,47.74,26.58,0
