period_min,amplitude_mag,bp_rp,phi21,r21,fe_h_proxy,skewness,luminosity_lsun,n_modes,star_type
54.5006,0.1008,0.8225,2.5984,0.014,-0.3041,-0.5033,0.5,1.6203,0
974.4561,0.0963,0.7102,5.6658,0.22,0.1503,-0.2367,485.1614,0.2582,5
156.3811,0.1394,1.1396,3.9015,0.2119,-0.0112,0.6571,95.7847,1.4474,0
527020.3185,2.7015,1.8538,0.2429,0.3018,0.0277,0.6237,140.0634,0.1298,3
30.7499,0.3575,1.5345,4.5988,0.01,-0.6736,0.4129,0.5,2.1139,0
61611.6342,2.8,1.2807,5.7753,0.4906,-0.1502,0.6607,1152.5946,0.7636,2
1212.4317,0.12,1.7518,2.1175,0.3946,-1.3287,1.3871,200.341,0.2502,1
48.2891,0.1008,0.9573,2.5436,0.4257,-2.8245,-0.2083,0.5472,1.0729,6
62.7269,0.1896,0.3819,5.9226,0.4242,-0.8905,-0.3135,962.3587,1.55,5
1314.1602,0.8316,1.6214,3.4281,0.2134,-1.4782,0.936,147.67,-0.1443,1
99.1878,0.1138,0.49,3.6961,0.01,0.8,-0.4322,500000.0,-0.1,5
154595.3645,11.7457,4.1626,4.045,0.0487,-0.644,0.5662,5975.0855,-0.272,3
285.784,0.2908,1.1761,3.5672,0.1752,-0.2414,-0.5457,0.5,1.1348,0
90.0614,0.5468,0.5675,3.9262,0.3945,-0.3687,-0.0239,0.5,1.3463,6
1373.7551,0.7185,1.5115,5.4213,0.5335,-0.3737,0.9499,10.4825,0.3939,1
612.165,0.5882,1.2807,2.2227,0.298,-0.2485,0.9645,0.5,0.3682,1
551.5015,0.0407,0.8663,0.2885,0.1533,0.3372,0.1027,1051.0262,1.4685,0
22.9648,0.0932,1.0593,3.2918,0.1159,-0.3654,0.0709,766.98,1.6412,0
250.9877,0.0981,0.6287,1.3202,0.5924,-1.0927,0.0275,18218.8745,1.5892,0
475.9895,0.0107,1.4039,3.2318,0.6616,-0.6394,-0.5778,227.353,1.592,0
150319.0168,1.7075,3.2634,4.5276,0.3554,0.7594,0.8108,0.5,0.094,3
27820.0564,1.2809,2.2927,5.4158,0.7858,-1.7636,0.5722,0.5,0.4251,4
206.6082,0.0585,0.05,5.7883,0.6979,0.8,0.0771,1495.3063,1.0187,0
356.8052,0.4134,0.3828,4.1497,0.3849,-0.679,0.5152,100.236,1.2755,6
18020.8314,1.1048,1.8799,4.5887,0.8974,-2.3759,0.9007,0.5,0.1752,4
2775.4233,0.6509,1.9187,6.7238,0.4651,0.1749,0.1367,9237.9674,0.3635,2
23.9666,0.2943,1.3336,5.2769,0.0517,-0.3957,-0.2557,6300.5768,1.2815,0
430.1208,0.0342,-0.15,2.9381,0.01,0.1742,-0.8647,0.5,0.3303,5
5188.1919,0.2313,1.6336,3.966,0.9216,-2.1495,0.1689,310957.2016,0.3039,1
1356.7896,0.4579,0.9727,0.0,0.5776,-0.168,1.5103,51.9873,0.2401,1
1629.906,0.8336,1.4953,1.3631,0.3701,-2.8515,1.1764,0.5,0.1829,1
70.3995,0.0752,0.7306,3.4822,0.0129,-0.3403,0.0764,0.5,1.6063,0
16.514,1.1546,0.6856,7.1362,0.1631,-0.231,0.322,118.8373,2.0874,0
40.1559,0.1318,0.9439,6.8368,0.6311,-2.5914,0.0377,80.5808,1.542,6
6874.4501,0.6981,0.7088,4.1027,0.5371,-0.897,0.4535,11203.9438,0.022,4
25.0068,0.0342,-0.1012,5.1066,0.01,0.2728,-0.6186,9686.6576,-0.0029,5
600000.0,0.6076,3.4832,3.5526,0.5884,-0.9954,1.1004,542.0579,-0.1812,3
903.5037,0.8589,2.2471,0.0,0.2083,-2.3008,0.6289,0.5,0.0536,1
1122.4548,0.3416,-0.15,2.2529,0.2897,0.3973,0.3982,427.8854,0.9937,5
1881.8363,0.9031,1.0664,2.2429,0.4254,-1.4167,0.8766,500000.0,0.1923,1
1378.7596,0.898,1.5829,4.3106,0.3223,-1.8896,0.5562,0.5,0.4342,1
120.1112,0.0882,1.32,4.1405,0.4473,0.5852,-0.7255,0.5,1.4654,0
26460.9251,0.2957,1.4211,4.4343,0.2402,-0.0191,0.2934,500000.0,0.5494,2
141.8879,0.208,1.0752,3.4654,0.5582,-1.1474,0.1523,58.5517,1.37,0
931.8191,0.3148,0.4224,4.0244,0.2788,0.6695,-0.0406,1.2474,1.1637,0
1407.8779,0.6845,0.4736,2.3837,0.465,-0.5807,1.4234,143.4065,0.2561,1
761.3578,1.1116,1.2491,2.2783,0.7009,-0.562,0.3994,0.5,-0.1819,1
540.9284,1.0486,1.1954,1.961,0.4541,-2.5446,1.4847,284.4234,0.9,1
876.0215,0.5731,1.4231,0.2917,0.4903,0.2248,1.0089,0.5,0.2853,1
27571.062,0.5886,1.5197,4.6306,0.0546,0.85,0.6476,22665.9844,0.7176,2
1976.0396,0.578,1.0339,0.0,0.3837,-1.3602,1.0022,3544.3978,0.2852,1
19868.2934,0.522,1.2647,5.6787,0.8059,-0.1589,1.3,126.148,0.3209,2
77886.6076,1.7087,1.5832,4.9343,0.6156,-1.7144,-0.1935,281.1893,-0.0717,4
41.4113,0.1273,1.5388,5.9713,0.4278,-0.1084,-0.6861,1.0081,1.2096,0
19314.2371,1.8736,1.0405,7.0265,0.6706,-0.009,0.2149,500000.0,1.0,2
65393.9927,4.003,4.1106,6.2676,0.4252,0.2113,0.0265,500000.0,0.7076,3
13864.8274,0.2089,1.3126,4.8349,0.3249,-1.7631,0.2274,3.0099,0.4845,4
99571.5553,3.9045,2.3642,4.2652,0.534,-0.2992,0.2882,117.639,0.2007,3
2518.3378,0.8596,0.6076,0.6082,0.4503,-1.0667,1.1124,0.9408,-0.0269,1
1303.5506,0.7162,0.5562,1.3978,0.6646,-1.4441,0.4341,5764.8477,-0.2,1
31.7038,0.1981,0.8854,2.183,0.3082,0.5331,-0.0295,20.6053,1.3017,0
7256.2631,1.4178,1.57,3.4254,0.4993,0.1836,1.0026,500000.0,0.3364,2
600000.0,1.574,3.5634,3.7995,0.1176,0.3728,1.1298,3089.7584,0.0525,3
758.9546,0.5904,1.4492,2.3184,0.4057,0.026,1.3388,13.0877,0.9,1
14707.4087,0.433,1.455,6.7122,0.421,0.0191,0.356,396.9952,0.6373,2
18204.3748,1.3605,1.05,5.8964,0.6985,-0.5799,0.8313,275.2198,0.2419,4
78.7463,0.0781,0.7127,6.3721,0.2702,0.0333,0.184,500000.0,1.887,0
37.9922,0.1355,1.3564,0.8276,0.3475,0.789,-0.0097,155.5048,1.0561,0
5065.2949,0.7396,1.1931,5.466,0.4302,-0.6186,0.9559,218.0243,0.2702,2
892.9187,0.7537,1.0098,0.6898,0.5556,-2.6511,0.0681,0.5,0.8949,1
46.7048,0.4019,0.4399,1.1414,0.1754,0.8,0.4117,0.5,0.4171,0
108557.2219,2.2435,0.5164,2.502,0.683,-1.2563,0.0946,0.5,0.5507,4
230.8944,0.0632,1.168,3.4785,0.6011,-0.1871,-0.2407,0.5,0.9134,0
723.8844,0.1045,0.4873,0.2231,0.2702,0.752,-0.2041,0.5,1.7966,0
14102.2008,0.4306,0.7203,5.1609,0.8097,-0.1033,-0.2524,124056.5228,0.4141,2
304417.4654,3.4867,1.8632,2.8451,0.3273,-0.2999,0.2266,7057.0083,-0.1249,3
1175.5983,0.6133,0.5028,3.905,0.2186,-0.935,0.594,4448.2435,0.7558,4
190.5404,0.0169,0.3261,4.2348,0.3573,-0.1116,0.5265,0.5,0.3236,5
944.7754,0.3325,0.05,3.3202,0.1426,-0.4649,1.3171,0.5,0.9,1
216.3921,0.0303,1.2941,5.5356,0.1461,-0.466,0.2729,7776.8962,1.3924,0
105609.7651,2.8621,5.6512,4.2241,0.3216,-0.7545,0.7011,629.3897,0.4478,3
993.0925,1.0005,0.8635,2.0933,0.4238,-1.0099,0.8856,2.2664,-0.2,1
1036.9448,0.121,0.5245,3.2517,0.2174,0.1441,-0.4746,1.3848,1.9569,0
8040.351,0.6596,1.9138,4.515,0.4405,0.35,-0.0417,16.683,0.3472,4
893.5578,0.5766,1.2065,3.858,0.3238,-1.2632,0.935,2335.736,0.0226,1
1053.1455,0.9299,1.1152,1.8431,0.195,-2.6961,1.1927,0.5,-0.1421,1
10557.4261,0.3733,1.3131,3.4653,0.5329,-1.8745,0.1862,5085.1833,-0.075,4
36.2224,0.0456,0.9714,7.4885,0.0933,-0.6135,0.3393,0.5,1.3686,0
89.231,1.2,0.9789,3.5927,0.4029,-0.9688,-0.0425,209602.3375,1.3466,0
54.622,0.3095,0.614,6.4141,0.2903,-0.1432,-0.4736,3.0319,1.0189,6
1347.1052,0.9167,1.4366,2.9048,0.6732,-3.19,0.7229,10.4481,0.1126,1
1027.0993,0.2951,1.2312,0.8499,0.4871,-1.3861,0.5218,388.7788,0.8995,1
58788.8014,0.2809,0.8781,5.2263,0.8964,-0.4456,-0.5,42.0462,0.7198,2
598.1117,0.1869,1.3581,3.0505,0.726,0.1099,0.7494,8100.8342,1.4564,0
55797.0577,0.4066,1.6972,5.2041,0.3624,-1.05,0.3975,83.4209,0.0432,2
88717.6188,1.0938,1.7916,5.7564,0.5395,-0.5395,1.0823,5.3464,-0.2,4
81173.5452,0.7293,1.3705,3.6312,0.501,0.3366,-0.099,1.4347,0.0083,2
709.7942,0.1344,0.9963,4.4055,0.4184,-1.1478,-0.5857,0.5,1.3212,0
86.1894,0.0638,0.7964,3.3746,0.1854,-0.4428,-0.1998,500000.0,0.6765,5
103.2802,0.1479,1.2347,7.1318,0.5672,-0.065,0.1589,0.5,0.9957,0
1361.0884,0.759,1.3508,0.1481,0.2911,-2.4817,0.8671,35.8548,0.3836,1
199.4336,0.1133,1.2147,3.8771,0.1917,-1.2141,0.612,0.5,1.4154,0
389454.9892,3.5944,2.6046,4.6454,0.2755,-0.2188,0.7546,3093.9206,-0.2059,3
351.7998,0.067,0.9957,2.6722,0.1982,0.8,1.3818,42.9816,1.4397,0
171.1989,0.5474,1.5222,6.4826,0.319,0.1546,-0.5346,11.5814,1.0216,0
88265.0605,6.0897,4.2035,1.7319,0.3775,0.85,0.5186,237176.7441,0.3387,3
3119.0081,0.6771,1.6345,3.1706,0.564,-0.7029,0.207,63.1675,0.3495,4
507153.1756,1.0326,4.6325,4.2918,0.2464,0.3008,0.0823,441642.0164,0.4688,3
404421.8892,1.7389,4.227,4.374,0.3698,-0.4023,0.1497,25611.087,0.5054,3
33836.6563,2.0271,1.2087,6.0836,0.4049,0.85,-0.1582,4141.7619,0.3548,2
92922.4677,1.4655,1.2744,4.4587,0.6375,-0.1214,0.5928,72798.6142,0.3366,2
38705.8551,0.4153,1.4772,4.9597,0.6205,-0.5352,0.6328,16.8294,0.7513,1
921.5798,1.0084,0.7741,3.8636,0.1249,-1.5022,0.6697,3970.3929,-0.2,1
148360.65,1.4672,4.118,2.3882,0.01,0.2401,0.8475,1777.966,-0.231,3
1611.0077,0.2127,1.4387,3.368,0.4758,-2.6018,-0.5,91.5518,0.2989,1
24.9423,0.1385,0.05,6.1917,0.1825,-0.2356,-0.0097,0.5,0.6381,0
556691.9827,13.0,2.0272,0.0,0.427,-1.325,-0.3679,1002.5089,-0.0912,3
39121.1447,2.0744,1.9989,4.9898,0.4173,-0.371,0.1998,597.6147,-0.2,4
259.8792,0.1165,0.7421,6.3585,0.5689,-1.2632,-0.3187,0.5,0.712,0
6937.1203,0.3025,1.6626,3.5234,0.091,0.4843,0.3619,25.866,0.2409,2
14.4019,0.1594,1.0119,4.8696,0.1151,0.3118,0.205,209.3474,0.8829,0
600000.0,3.1909,2.2964,0.0,0.5164,-0.2681,0.8455,500000.0,-0.0725,3
600000.0,1.3743,3.3701,1.5504,0.7212,0.0618,0.0133,92.8389,0.1461,3
16206.7929,0.2694,1.6595,4.7153,0.6144,0.85,0.4934,0.5,0.2656,2
1557.8241,0.12,1.2971,1.3775,0.5079,-1.7094,0.6524,11.0141,-0.2,1
600000.0,4.4812,3.9541,6.4205,0.4783,-0.2144,-0.392,271497.4549,0.8062,3
32767.6526,1.5587,0.9398,6.6759,0.6072,-2.1808,-0.1538,6.0478,0.3966,4
117.8961,0.0401,0.6533,3.9571,0.01,-0.6522,0.0684,0.5,0.7612,0
1149.7104,0.5596,1.5937,2.9031,0.3279,-0.9887,0.5188,0.5,0.0626,1
794.4514,0.3752,2.5497,1.8168,0.3225,-1.5838,-0.342,0.5,0.223,1
207.2278,0.0306,1.5439,2.355,0.4766,-0.4004,0.011,3.1397,1.5477,0
13691.3965,0.2472,2.108,5.0497,0.7691,0.2943,-0.3789,2097.226,0.9263,2
775.172,0.1161,1.0415,4.072,0.01,0.3748,0.2476,73037.8509,1.131,0
103223.995,2.9872,2.2856,4.4693,0.5064,-1.4695,0.7144,127.3212,0.3459,3
4112.2622,0.5598,1.9641,3.4231,0.2595,-1.5899,1.0257,1820.5465,0.9049,4
2248.6927,0.5064,2.0152,5.5838,0.5433,-0.147,1.0149,1396.5488,0.1687,2
576327.8539,2.4224,4.1066,3.4158,0.6702,0.0887,1.0853,77812.184,0.3189,3
1016.6533,0.5082,1.9377,0.0764,0.4369,-1.6171,1.0622,392.2808,-0.1636,1
10591.9041,1.2988,1.049,3.8097,0.4287,-0.7859,-0.4643,6050.6438,-0.0246,2
1170.0027,0.2563,0.8362,1.3424,0.4861,0.181,0.0987,2.0688,1.3119,0
97.4368,0.0489,0.4273,5.3317,0.392,-0.2561,-0.3763,0.5082,1.2406,0
1176.334,0.9044,1.274,3.2238,0.2672,-0.2033,0.5026,30.0794,0.5284,1
1695.7321,0.718,1.4485,2.6343,0.7564,-1.7223,0.2538,0.5,0.7504,4
30.1836,0.0474,0.8834,4.1153,0.1204,-1.351,-0.1129,3930.3879,1.9055,0
9068.8231,0.9642,1.5195,2.7372,0.642,-0.2307,0.4262,12615.9271,-0.0594,4
45063.2826,0.2512,1.5981,8.3111,0.3956,-0.5804,0.1894,0.5,0.0605,2
30.7376,0.0541,0.8896,3.7951,0.7114,-0.6947,0.8801,0.5,0.4902,0
1263.8309,0.3307,1.4768,2.3363,0.3746,-1.2653,1.0577,2.6403,0.4202,1
216.186,0.1141,1.3804,2.6498,0.4444,0.6452,0.8618,51.455,1.2708,0
6814.4897,0.7726,1.6667,6.4777,0.3929,-0.1748,-0.231,31842.7166,-0.2,2
567.587,0.4247,1.2531,0.0,0.7828,0.0655,1.271,30.4021,0.2305,1
357810.3183,5.8649,5.1278,1.1063,0.0178,-0.5072,-0.1109,0.5,0.4812,3
100311.1534,4.0776,4.7328,5.1894,0.2305,-0.4767,0.0718,500000.0,0.6577,3
809.5519,0.12,1.0665,2.8093,0.0326,-2.5766,0.9289,25509.9,0.2359,1
20858.4444,0.4633,2.5487,0.8257,0.4359,0.85,0.3561,1089.0485,-0.0463,2
1169.8305,0.501,1.4741,1.8812,0.427,-0.967,-0.1238,2176.4815,0.5375,1
6171.2754,1.4138,1.5687,4.7222,0.3079,-0.8541,0.4677,58.6535,0.5921,4
299.7076,0.0888,0.1478,7.7891,0.2954,0.3576,1.344,10.0804,1.1216,5
38.9808,0.1438,0.8172,3.2603,0.4246,-0.0938,-0.9456,48.9594,1.2647,0
22.266,0.1757,1.0543,1.7376,0.2298,0.6643,0.0144,3.7589,0.9646,0
348.9767,0.0124,1.0313,6.8988,0.5804,-0.1869,0.1316,3.1164,1.0298,0
34423.7711,0.8404,0.796,3.1344,0.2675,-1.0015,0.7832,17.581,-0.0598,4
7406.295,0.6013,1.4824,7.2789,0.8549,0.8463,1.1081,61000.4979,-0.2,2
5595.4788,1.3009,2.0234,5.7301,0.6718,0.0574,-0.3002,332.3938,0.6008,2
1065.9182,0.0794,0.8123,0.1324,0.4654,0.2576,-0.0533,205.8974,0.7328,0
355.0029,0.5423,0.5963,6.6552,0.2231,-1.389,0.8672,0.5,1.5124,0
681.4775,0.1698,1.2914,5.0073,0.1001,-0.5378,0.3791,1868.0478,0.1745,5
49.4623,0.1227,0.1324,6.2832,0.1645,0.0077,0.7906,144861.6347,0.1,0
858.2966,0.6156,1.0333,3.9779,0.2212,-1.6142,0.5583,0.579,0.243,1
290.2576,0.406,0.1736,6.034,0.3401,-2.2508,-0.2947,0.5,0.4279,6
1093.4698,0.6116,0.9524,2.143,0.4294,-1.3131,0.2894,0.6839,0.3576,1
499.9632,0.1631,0.8019,3.8246,0.2366,-3.2,1.0005,249.6415,-0.1843,1
811.4705,0.2348,1.3394,2.6085,0.5074,-3.0584,0.2254,40.4237,0.6392,1
2861.3327,1.2023,1.7402,3.7967,0.6421,-0.0014,0.5457,4.8003,-0.0524,2
4925.2902,1.0051,1.6125,2.9655,0.5863,-2.1882,-0.1649,12050.3772,0.6025,4
7341.2196,1.2082,1.1382,3.7565,0.7132,0.85,0.1877,491.2387,0.3702,2
169.0871,0.3453,1.3363,7.557,0.3888,-0.9935,-0.1838,0.5,2.0769,6
114.7942,0.2697,0.5326,3.3577,0.2561,-0.6422,0.921,19.9356,0.7507,5
39.8288,0.0488,1.0902,6.1348,0.3238,0.1522,-0.1442,314.719,1.0923,0
22.4328,0.1783,0.4908,3.1671,0.3749,-1.5388,-0.3616,1.363,0.9476,0
608.9483,0.0355,0.8949,4.8797,0.6106,0.3909,0.2271,15.1617,1.3035,0
508536.8544,3.9812,4.4967,3.7121,0.5081,0.4393,0.4247,4178.1121,0.3351,3
152.5494,0.0554,1.1547,6.6615,0.5474,-0.3801,-0.4847,12.7983,1.4603,0
233.6478,0.0804,0.1776,0.4259,0.448,-0.5585,-0.6891,859.5653,1.2521,6
13704.1423,1.8967,1.5916,7.1605,0.3628,0.1741,0.6564,10869.9318,0.5723,2
32.9097,0.0176,0.6241,1.3637,0.01,-0.6912,0.2175,2.0872,1.6879,0
679.3773,0.9722,1.3322,2.5906,0.3595,-0.703,1.1572,0.5,0.7322,1
1940.9543,1.2112,1.1593,1.8843,0.0512,-2.2203,1.1906,0.5,0.8414,1
657.1746,0.5322,1.4692,4.0857,0.5972,-1.8259,-0.0655,13.6762,0.3977,1
102.141,0.0763,0.3467,2.0935,0.7655,0.2191,-1.4911,32.6767,1.2276,0
1270.7707,0.0666,0.0914,3.4526,0.0222,0.8,-0.3091,1258.49,0.5976,0
10818.0982,0.3066,0.9896,5.9573,0.6361,-1.5,-0.039,230216.9395,0.4159,2
457.193,0.7251,1.3634,1.0999,0.0844,-0.3762,0.0303,0.5,-0.2,1
36383.2849,1.4368,1.6453,2.9104,0.5604,-2.1082,0.2031,0.5,0.1644,4
290.7321,0.1816,1.5656,2.7492,0.1834,-0.1547,0.4197,0.5,0.8826,0
766.81,0.0213,-0.15,2.1778,0.0756,-0.7712,-0.4785,25743.6443,0.8282,5
33.1508,0.0231,1.4397,0.0,0.3837,0.8,0.1884,78.7913,0.2685,5
9941.8011,1.0474,1.5682,5.7968,0.3101,0.85,-0.2592,961.5998,0.505,2
38.333,0.142,0.5401,4.6913,0.01,-1.0657,-0.0857,1127.7242,1.3071,0
117.8373,0.0423,1.7898,5.3066,0.3246,0.1147,0.5721,2386.0679,1.2294,0
169.9394,0.0956,-0.15,4.0172,0.1865,-1.2439,-0.8248,9.3953,0.3213,5
1157.2506,0.3906,1.7027,2.6125,0.2545,-0.9372,0.5587,420.9352,0.3562,1
70.5375,0.0593,0.3791,6.1946,0.3248,0.8,-0.8446,133.1533,0.675,5
600000.0,3.2998,1.8888,2.2609,0.2684,-0.8184,0.6932,4.2513,0.477,2
79.5801,0.134,1.4581,2.7876,0.2636,0.8,1.0476,25.2254,0.7977,0
172.553,0.1269,0.9919,2.6498,0.1986,0.0558,0.7047,183.5203,0.1134,0
2099.8519,0.3535,1.4003,0.3752,0.2029,-1.4749,-0.2403,192519.4186,-0.2,1
28897.9916,1.1479,0.0969,3.0359,0.2862,0.85,-0.0552,495.5736,0.682,2
155.5788,0.0428,0.2748,4.7846,0.6078,0.4139,0.8646,5848.8271,0.4787,5
31.7239,0.1597,0.8107,2.9579,0.4672,-2.1933,-0.1745,126.5774,0.2188,6
1062.7826,0.2221,1.6809,7.0074,0.4714,-0.7909,-0.0732,0.5,1.1997,0
34.0869,0.6893,0.3901,4.4909,0.3398,-1.2161,0.3662,500000.0,1.7788,0
1124.16,0.3148,1.4225,1.9996,0.343,-0.7163,-0.0194,2.1863,1.505,0
4313.2339,0.5504,1.5977,1.4444,0.7843,-2.0076,0.4892,443.0898,0.1555,4
814.1854,1.122,1.2457,2.4419,0.8168,-2.1574,0.7544,0.5,0.2858,1
69.8238,0.448,0.05,0.0,0.3783,-0.0449,0.7936,0.5,1.1416,0
6441.2751,0.2532,1.8362,2.0612,0.4554,-0.6526,0.612,5097.2109,0.4918,2
828.2697,0.6712,1.2105,2.8612,0.6091,-2.3452,0.0264,1467.2989,0.3995,1
1036.998,0.5653,0.4139,1.7862,0.2607,-0.7459,0.2274,0.5,0.5962,1
15.7917,0.0704,0.7082,4.8484,0.01,-1.4935,0.019,797.8396,0.8876,0
20191.5098,0.3102,0.7316,7.3344,0.4576,-0.4232,0.6281,529.2949,-0.1846,2
873.5674,0.9411,0.9401,0.8364,0.352,-1.3732,0.8207,500000.0,-0.2,1
23119.1404,0.6544,1.5779,2.7857,0.5576,0.35,-0.2594,28.9057,0.95,4
783.1712,0.095,1.1497,3.6678,0.6991,-0.2522,1.0797,392.6996,0.8379,0
212050.9065,1.6215,4.4481,2.5884,0.4042,-0.5823,0.6658,500000.0,0.2083,2
848.7049,0.9036,1.267,1.3958,0.2208,-1.8942,0.6758,18.3979,0.155,1
243403.8065,2.6262,4.0423,2.4193,0.3653,-0.589,0.9493,15128.3753,0.5452,3
225.0951,0.2645,1.1776,5.683,0.1708,-0.2399,-0.4272,56.9046,1.433,0
888.6894,0.12,1.0672,0.8889,0.1873,-1.955,1.1191,12.1411,-0.2,1
209.7926,0.091,0.7926,7.318,0.2646,-2.6726,1.1562,0.5,0.738,6
5020.1718,0.3119,1.9818,5.4906,0.2437,-1.0244,0.5909,5100.438,0.95,4
8886.3236,0.7882,2.1416,7.4317,0.4523,-1.3423,0.3317,3.1263,-0.1247,2
48944.8593,2.3085,0.7899,2.047,0.7311,-0.0867,-0.4785,863.3625,0.9954,2
157.6339,0.6319,0.9801,7.1737,0.1478,-0.8529,-0.1963,15.2067,0.993,0
321.8842,0.0552,0.7839,2.4913,0.01,0.7541,0.159,6.5696,0.1073,0
1107.5021,1.2133,1.0265,3.4118,0.8483,-0.7986,0.6624,1623.5014,-0.1384,1
64.6356,0.2134,-0.0808,4.4845,0.3669,-0.165,-0.4457,26841.6349,0.5029,5
38.3459,0.1209,1.2835,4.1415,0.4776,-0.7813,-0.0742,0.5,2.0046,0
1082.0491,0.0622,0.4055,2.8316,0.3913,0.8,-0.6238,81.2305,1.3245,5
4461.9869,1.9278,1.9163,6.3829,0.6174,0.1552,0.4642,141.2388,-0.0766,2
145.6579,0.5264,0.5535,2.8386,0.4836,-2.6157,0.4542,1.6074,1.2214,6
4866.2002,2.8,1.2565,3.081,0.3985,-1.5,1.0231,31574.9988,0.973,2
2016.2331,0.4235,0.8707,0.9945,0.7194,-2.2577,1.461,500000.0,0.0318,1
38301.7119,0.5468,1.7837,5.7676,0.7158,-1.8387,0.7344,655.8186,-0.2,4
568.5369,0.0559,0.9171,6.4326,0.5158,0.5858,0.206,233.0246,1.9876,0
982.9361,0.6779,1.1683,1.764,0.0728,-0.7077,0.5285,20443.1176,0.2976,1
862.5332,0.5189,1.1137,2.7591,0.8769,-0.5495,1.0436,4482.7635,0.1029,1
694.5263,0.0458,0.7849,1.1243,0.1118,0.5353,-0.6091,0.5695,1.3842,0
114448.6817,0.5236,2.2316,4.1405,0.4667,-0.4566,0.4909,49.2563,-0.1754,2
79.9934,0.2577,0.7267,0.7316,0.1836,-0.133,0.7267,334.9594,0.9264,5
1829.6439,0.3137,1.3682,1.4888,0.4612,-0.9985,0.8761,268.3964,0.8671,1
9503.529,0.7826,1.1122,5.0181,0.5811,-1.4478,-0.0824,108.5923,0.1943,2
2125.6717,0.3571,1.6815,6.8314,0.089,0.1561,-0.5,185.4568,0.0416,2
39.3634,0.0442,0.9702,5.4599,0.2086,0.0643,1.2756,3381.0611,0.9624,5
878.1217,1.0552,1.5034,2.7448,0.4405,-2.0687,1.5366,852.7398,-0.0559,1
4641.536,0.932,1.5761,1.0414,0.4304,-1.2518,0.6318,44.5148,0.005,4
80826.3123,0.3581,1.2814,3.9363,0.493,-3.2,1.3,0.5,0.0838,4
25137.0112,0.4803,1.4214,4.3428,0.5103,-0.0,0.7639,34.3242,0.08,2
1096.3397,0.1533,1.2433,4.4517,0.4177,-0.1408,0.6636,20285.7846,0.6637,0
83.7706,0.0813,0.9395,4.0055,0.1406,0.5744,-0.0704,88.5984,1.2109,5
634.8815,0.3134,1.1338,0.9356,0.5725,-1.231,0.1211,0.5,-0.2,1
1275.3773,0.9866,1.083,2.6666,0.3385,-1.9488,0.4202,106504.4943,0.685,1
93270.0581,1.8233,4.4973,2.5417,0.267,-0.1735,0.9641,500000.0,0.4236,3
77629.3384,1.103,0.854,4.7975,0.1151,0.85,-0.1404,96150.5377,0.191,2
26.5093,0.0844,1.3027,2.1192,0.2713,0.237,0.0318,48.1599,1.0126,0
267320.868,3.3141,3.3386,6.1009,0.3149,-1.226,-0.2791,188120.6561,-0.3,3
669.4164,0.9237,1.269,3.0721,0.4768,-1.8165,0.8689,1.8496,0.2434,1
1666.6361,0.5445,1.216,1.9014,0.1347,-2.2475,1.2897,109.6994,0.9,1
7559.8379,1.5009,1.7392,3.9736,0.95,-1.1689,-0.1903,0.5,0.4298,4
105.5398,0.5472,0.8221,6.9298,0.1534,-1.9444,-0.7707,7639.7596,1.0039,6
2208.5344,1.0132,1.1011,6.9028,0.5765,0.1426,0.1873,4.6227,0.0143,2
423.3606,0.0479,1.599,3.825,0.2596,0.8,-0.3177,3.2509,1.0399,0
5049.6808,1.9545,0.2115,5.7154,0.4591,-0.1385,1.3,500000.0,-0.2,2
1079.67,0.0455,0.9467,3.4506,0.01,-1.1755,-0.622,3856.8416,0.5993,5
66.4414,0.1363,-0.15,4.7006,0.6472,0.8,-0.2489,11312.4567,-0.1,5
8046.7597,1.8309,0.9623,6.9823,0.5991,0.4029,0.6769,40.7023,0.63,2
672.8506,0.2942,1.4779,2.587,0.4238,-1.6761,-0.0271,6.6768,0.5383,1
5214.1758,1.7844,1.8965,4.2435,0.5138,0.85,-0.3076,0.5,0.6758,2
5178.0765,0.8769,1.2794,4.1462,0.5392,0.2891,0.0914,1.7187,0.2142,2
718.001,0.94,0.5019,4.3649,0.1729,0.1793,1.1078,276.7519,0.394,1
6255.9537,0.237,1.3421,4.9131,0.579,-0.4131,-0.5,2.726,0.561,2
28236.2234,0.854,1.4154,3.9144,0.3861,-1.5,0.5198,47.1998,0.2112,2
331922.8819,2.2108,3.5275,5.8203,0.3239,0.85,-0.1061,1.9083,0.4545,3
1340.4867,0.808,0.3134,4.7751,0.4631,-0.8397,0.5223,881.3335,0.184,1
503.7183,0.8478,0.357,5.0055,0.6757,-1.2478,0.2416,4.1033,-0.2,4
315.8495,0.2569,0.3116,5.6487,0.2062,0.6674,0.0207,13.3813,1.1846,0
10390.6972,0.8545,1.8233,4.0692,0.6705,-1.1637,0.1809,97.205,0.1124,2
440.3115,0.1058,1.8513,0.4718,0.4073,0.0635,-0.7371,3.797,1.4844,0
8319.2097,0.204,1.645,6.7083,0.6894,-0.3712,-0.103,10.5563,0.3601,4
28.9471,0.0169,0.6327,5.7221,0.5888,-0.0579,-0.0562,29229.7461,0.5422,0
1398.4006,0.4917,0.5952,5.2106,0.1699,-2.264,0.9492,15.8133,-0.2,1
28.3542,0.0481,0.2333,4.1916,0.4594,-0.9896,-0.0821,70.5673,0.8238,6
